time,date,Machine,SampleID,Remove,A,Ci,VPDleaf,Tair,Tleaf,TBlk,CO2r,CO2s,H2Or,H2Os,RHs,flow,Qin,Patm
15:50:21,20200218,Derek,BNL17619,YES,1.04,369,1.29,30.67,30.87,30.92,402.2,400.1,30.73,32.14,71.99,400,1000,99.2
15:48:20,20200218,Derek,BNL17619,YES,1.4,360,1.31,30.29,30.95,30.37,402.6,399.9,30.73,32.14,73.6,400,1200,99.19
15:46:14,20200218,Derek,BNL17619,YES,1.42,361,1.29,29.92,30.86,30.2,402.7,400,30.7,32.14,75.17,400,1400,99.2
15:44:04,20200218,Derek,BNL17619,YES,1.85,346,1.3,28.88,30.87,28.67,403.5,400.2,30.77,32.05,79.59,400,1700,99.2
14:16:06,20200218,Derek,BNL17619,YES,3.14,259,1.75,29.22,31.28,28.9,404.8,400.7,27.77,28.59,69.62,499.8,1799,99.19
16:16:54,20200218,Derek,BNL17619,YES,1.78,328,1.7,29.63,32.38,27.76,403,399.8,30.85,32.04,76.17,400,1799,99.18
15:42:03,20200218,Derek,BNL17619,YES,2.58,316,1.3,28.31,30.82,27.78,404.3,400,30.84,31.9,81.9,400,1800,99.2
15:37:48,20200218,Derek,BNL17619,YES,1.98,333,1.36,28.68,31.07,27.74,403.1,399.7,30.87,32,80.38,400,1801,99.2
15:39:52,20200218,Derek,BNL17619,YES,2.62,313,1.34,28.35,31,27.6,404.3,399.9,30.88,31.96,81.85,400,1801,99.2
6:41:06,20200218,Mariano,BNL17620,NO,-0.29,410,1.37,31.54,30.96,32.04,399.8,400,31.06,31.56,67.28,399.6,0,99.17
6:39:05,20200218,Mariano,BNL17620,NO,-0.13,401,1.35,31.4,30.88,31.89,400.1,400.1,31.1,31.54,67.76,399.6,9,99.16
6:37:04,20200218,Mariano,BNL17620,NO,0.19,377,1.34,31.28,30.85,31.69,400.7,400.2,31.13,31.56,68.28,399.6,19,99.17
6:35:03,20200218,Mariano,BNL17620,NO,0.25,374,1.35,31.3,30.91,31.69,400.5,400,31.14,31.6,68.29,399.6,30,99.17
6:33:02,20200218,Mariano,BNL17620,NO,0.53,356,1.35,31.28,30.89,31.69,401.1,400.1,31.14,31.62,68.43,399.7,51,99.17
6:31:01,20200218,Mariano,BNL17620,NO,0.79,338,1.34,31.08,30.87,31.38,401.3,399.9,31.14,31.61,69.19,399.7,81,99.17
6:29:00,20200218,Mariano,BNL17620,NO,1.08,321,1.34,31.07,30.88,31.38,402.1,400.3,31.15,31.64,69.3,399.6,121,99.17
6:26:59,20200218,Mariano,BNL17620,NO,1.33,308,1.35,30.93,30.9,31.18,402.1,399.9,31.12,31.64,69.86,399.7,201,99.18
6:24:58,20200218,Mariano,BNL17620,NO,1.47,302,1.35,30.77,30.92,30.95,402.5,400.1,31.1,31.64,70.48,399.6,301,99.18
6:22:57,20200218,Mariano,BNL17620,NO,1.59,298,1.37,30.63,30.96,30.76,402.7,400.1,31.02,31.58,70.9,399.7,400,99.18
6:20:56,20200218,Mariano,BNL17620,NO,1.52,309,1.38,30.55,31,30.72,402.6,400.1,30.93,31.55,71.17,399.7,599,99.18
6:18:55,20200218,Mariano,BNL17620,NO,1.56,306,1.37,30.22,30.92,30.37,402.7,400.1,30.88,31.48,72.35,399.6,801,99.18
6:16:54,20200218,Mariano,BNL17620,NO,1.5,311,1.36,29.85,30.9,29.86,402.6,400.1,30.86,31.47,73.89,399.6,1000,99.18
6:14:53,20200218,Mariano,BNL17620,NO,1.61,308,1.37,29.62,30.94,29.55,402.9,400.2,30.87,31.52,75,399.6,1201,99.18
6:12:52,20200218,Mariano,BNL17620,NO,1.54,318,1.36,29.36,30.93,29.23,402.7,400.1,30.85,31.55,76.21,399.6,1400,99.18
6:10:51,20200218,Mariano,BNL17620,YES,1.68,315,1.35,28.92,30.9,28.73,403,400.2,30.86,31.58,78.24,399.6,1701,99.18
6:04:47,20200218,Mariano,BNL17620,YES,1.87,280,1.43,28.83,31.22,28.31,402.9,399.9,31.1,31.68,78.89,399.6,1799,99.18
6:41:55,20200218,Mariano,BNL17620,YES,1.59,263,1.76,30.94,32.41,30.06,401.6,399,31.02,31.56,69.51,399.6,1799,99.17
4:43:08,20200218,Mariano,BNL17620,YES,2.65,255,1.73,29.22,31.19,29.03,403.7,400.3,27.84,28.51,69.37,499.4,1800,99.18
6:06:48,20200218,Mariano,BNL17620,YES,1.87,286,1.38,28.6,31.02,28.1,403.2,400.2,31.01,31.6,79.77,399.6,1801,99.19
6:08:50,20200218,Mariano,BNL17620,YES,1.93,286,1.35,28.53,30.87,28.1,403.5,400.3,30.92,31.52,79.88,399.6,1801,99.18
15:34:08,20200218,Bernie,BNL17621,NO,-1.26,416,1.34,34.09,31.03,35.14,398.9,400.1,30.36,32.01,59.13,400.3,-1,99.23
15:32:07,20200218,Bernie,BNL17621,NO,-0.69,405,1.31,33.86,30.86,34.9,399.7,400.1,30.31,31.86,59.64,400.3,11,99.22
15:29:57,20200218,Bernie,BNL17621,NO,-0.4,399,1.33,33.88,30.93,34.91,400.1,400.1,30.29,31.9,59.65,400.3,19,99.23
15:27:56,20200218,Bernie,BNL17621,NO,0.02,391,1.33,33.67,30.9,34.59,400.6,399.9,30.23,31.83,60.21,400.3,31,99.23
15:25:55,20200218,Bernie,BNL17621,NO,0.53,381,1.33,33.55,30.88,34.44,401.3,399.9,30.13,31.74,60.44,400.3,50,99.23
15:23:54,20200218,Bernie,BNL17621,NO,1.28,366,1.34,33.44,30.89,34.28,402.5,399.9,30.02,31.66,60.67,400.2,80,99.23
15:21:53,20200218,Bernie,BNL17621,NO,1.96,353,1.36,33.41,30.92,34.28,403.6,400,29.9,31.58,60.6,400.3,119,99.23
15:19:46,20200218,Bernie,BNL17621,NO,2.94,335,1.37,33.24,30.92,34.13,405,399.9,29.77,31.49,61.02,400.2,200,99.23
15:17:45,20200218,Bernie,BNL17621,NO,3.58,322,1.39,32.89,30.96,33.62,406,399.9,29.66,31.38,62.02,400.2,301,99.23
15:15:31,20200218,Bernie,BNL17621,NO,3.84,318,1.4,32.65,30.95,33.39,406.4,399.9,29.48,31.25,62.6,400.3,400,99.23
15:13:26,20200218,Bernie,BNL17621,NO,4.21,312,1.41,32.25,30.97,33,407,399.9,29.33,31.14,63.81,400.3,601,99.23
15:11:25,20200218,Bernie,BNL17621,NO,4.23,311,1.42,31.79,30.96,32.61,407.2,400.1,29.21,31.03,65.23,400.3,801,99.23
15:09:24,20200218,Bernie,BNL17621,NO,4.39,307,1.4,30.94,30.81,31.63,407.3,400,29.16,30.91,68.25,400.3,1001,99.23
15:07:16,20200218,Bernie,BNL17621,NO,4.58,303,1.4,30.23,30.81,30.68,407.7,400.1,29.13,30.89,71.03,400.2,1201,99.24
15:05:13,20200218,Bernie,BNL17621,NO,4.68,301,1.39,29.49,30.76,29.83,407.9,400.1,29.07,30.81,73.92,400.2,1400,99.24
15:02:35,20200218,Bernie,BNL17621,NO,4.86,287,1.44,28.22,30.88,27.78,407.8,399.9,29.02,30.64,79.11,400.3,1701,99.24
14:56:05,20200218,Bernie,BNL17621,YES,4.93,277,1.55,28.33,31.27,27.55,408.1,400,28.93,30.56,78.36,400.3,1799,99.24
15:00:07,20200218,Bernie,BNL17621,NO,4.97,282,1.48,28.09,31.01,27.58,408,399.9,28.99,30.61,79.62,400.2,1799,99.24
15:35:13,20200218,Bernie,BNL17621,YES,3.17,314,2.07,31.8,33.89,30.12,404.2,398.5,30.49,32.69,68.62,400.3,1799,99.23
14:58:06,20200218,Bernie,BNL17621,YES,4.98,279,1.49,28.11,31.05,27.58,408.4,400.2,28.96,30.56,79.4,400.2,1800,99.24
14:33:55,20200218,Bernie,BNL17621,YES,4.77,192,1.33,26.22,29.85,25.35,405.3,399.3,28.59,29.21,84.76,499,1801,99.22
15:32:22,20200218,Andy,BNL17622,NO,-1.24,488,1.41,32.78,30.96,33.48,398.3,400,30.76,31.2,62.01,400.2,2,99.2
15:30:21,20200218,Andy,BNL17622,NO,-0.7,452,1.39,32.32,30.87,32.85,399.1,400,30.76,31.14,63.53,400.2,9,99.21
15:28:20,20200218,Andy,BNL17622,NO,-0.39,422,1.4,32.32,30.91,32.85,399.6,400,30.72,31.14,63.53,400.2,20,99.2
15:26:19,20200218,Andy,BNL17622,NO,-0.05,394,1.41,32.34,30.97,32.85,400.1,400,30.66,31.15,63.46,400.1,30,99.21
15:24:18,20200218,Andy,BNL17622,NO,0.55,357,1.42,32.34,30.99,32.85,401.2,400.1,30.57,31.12,63.43,400.2,51,99.21
15:22:17,20200218,Andy,BNL17622,NO,1.2,326,1.43,32.34,31.01,32.85,402.2,400.1,30.45,31.09,63.37,400.1,81,99.2
15:20:16,20200218,Andy,BNL17622,NO,1.95,293,1.43,32.31,30.99,32.85,403.4,400.1,30.32,31.01,63.29,400.2,121,99.21
15:18:15,20200218,Andy,BNL17622,NO,2.91,260,1.44,32.17,31,32.66,404.7,400.1,30.19,30.96,63.72,400.1,200,99.2
15:16:14,20200218,Andy,BNL17622,NO,3.56,254,1.46,32.17,31.07,32.69,405.9,400.2,30.03,30.95,63.7,400.1,300,99.2
15:14:13,20200218,Andy,BNL17622,NO,4.04,252,1.45,31.99,31.03,32.5,406.6,400.2,29.91,30.92,64.29,400.2,400,99.2
15:12:12,20200218,Andy,BNL17622,NO,4.52,250,1.45,31.79,30.99,32.35,407.1,399.9,29.76,30.88,64.94,400.2,599,99.21
15:10:11,20200218,Andy,BNL17622,NO,4.88,250,1.44,31.4,30.95,31.92,407.9,400.1,29.67,30.87,66.37,400.2,801,99.21
15:08:10,20200218,Andy,BNL17622,NO,5.15,251,1.43,31.02,30.96,31.45,408.3,400,29.63,30.9,67.89,400.2,1001,99.21
15:06:09,20200218,Andy,BNL17622,NO,5.3,255,1.44,30.74,30.96,31.17,408.4,399.8,29.55,30.91,68.97,400.1,1200,99.21
15:04:08,20200218,Andy,BNL17622,NO,5.43,258,1.42,30.25,30.87,30.73,408.7,400,29.44,30.83,70.8,400.1,1400,99.22
15:02:07,20200218,Andy,BNL17622,NO,5.59,256,1.45,29.54,30.97,29.66,409.1,400.2,29.37,30.81,73.67,400.1,1701,99.22
14:56:04,20200218,Andy,BNL17622,YES,5.68,254,1.46,29.41,31,29.46,409.2,400.1,29.31,30.77,74.15,400,1799,99.22
14:58:05,20200218,Andy,BNL17622,YES,5.67,255,1.45,29.38,30.96,29.46,409.1,400,29.34,30.79,74.33,400,1799,99.21
15:33:27,20200218,Andy,BNL17622,YES,1.42,-89,1.92,30.06,32.81,28.33,401.4,399.2,30.91,31.05,71.94,400.2,1799,99.2
14:34:54,20200218,Andy,BNL17622,YES,4.56,260,1.28,27.81,29.92,27.7,404.1,398.3,28.98,29.85,78.91,500.1,1800,99.2
15:00:06,20200218,Andy,BNL17622,NO,5.64,256,1.45,29.38,30.98,29.46,409.1,400,29.35,30.81,74.36,400,1800,99.21
9:56:39,20200218,Lindsey,BNL17623,NO,-0.47,412.1,0.71,29.68,29.21,30.04,400.1,400.4,33.44,33.76,80.4,600.02,0,99.4
9:55:38,20200218,Lindsey,BNL17623,NO,-0.08,398.92,0.71,29.7,29.22,30.04,400,400,33.52,33.78,80.33,600.01,10,99.41
9:54:38,20200218,Lindsey,BNL17623,NO,0.36,380.06,0.72,29.75,29.26,30.03,400,399.5,33.51,33.79,80.16,600.02,20,99.4
9:53:37,20200218,Lindsey,BNL17623,NO,0.83,361.95,0.72,29.77,29.27,30.03,400,399.1,33.48,33.78,80.01,600.01,30,99.4
9:52:37,20200218,Lindsey,BNL17623,NO,1.5,337.51,0.72,29.79,29.27,30.04,400,398.3,33.44,33.75,79.86,600.01,50,99.41
9:51:36,20200218,Lindsey,BNL17623,NO,2.4,302.76,0.73,29.83,29.31,30.04,400,397.5,33.42,33.73,79.64,600.02,80,99.41
9:50:36,20200218,Lindsey,BNL17623,NO,3.25,276.24,0.75,29.91,29.39,30.05,400,396.6,33.4,33.74,79.31,600.02,125,99.4
9:49:35,20200218,Lindsey,BNL17623,NO,4.09,252.99,0.78,29.99,29.49,30.05,400,395.7,33.37,33.74,78.92,600.02,200,99.4
9:48:35,20200218,Lindsey,BNL17623,NO,4.62,247.65,0.81,30.08,29.62,30.06,400,395.2,33.35,33.77,78.56,600.02,300,99.4
9:47:34,20200218,Lindsey,BNL17623,NO,4.88,249.22,0.83,30.18,29.72,30.06,400,395,33.32,33.78,78.18,600.03,400,99.4
9:46:34,20200218,Lindsey,BNL17623,NO,5.19,248.47,0.86,30.26,29.87,30.05,400,394.6,33.3,33.81,77.85,600.02,600,99.4
9:45:33,20200218,Lindsey,BNL17623,NO,5.43,250.17,0.9,30.35,30.04,30.04,400,394.3,33.27,33.83,77.51,600.02,800,99.4
9:44:33,20200218,Lindsey,BNL17623,NO,5.51,257.81,0.93,30.44,30.18,30.04,400,394.2,33.24,33.87,77.18,600.02,1000,99.4
9:43:32,20200218,Lindsey,BNL17623,NO,5.64,256.02,0.96,30.51,30.3,30.03,400,394.1,33.21,33.87,76.9,600.02,1200,99.39
9:42:32,20200218,Lindsey,BNL17623,NO,5.7,262.17,1,30.61,30.48,30.02,400,394,33.18,33.91,76.54,600.01,1400,99.4
9:41:31,20200218,Lindsey,BNL17623,NO,5.72,265.06,1.04,30.67,30.64,30.01,400,394,33.17,33.94,76.34,600.02,1700,99.39
9:57:39,20200218,Lindsey,BNL17623,YES,3.28,276.69,0.96,30.06,30.29,30.04,399.7,396.3,33.42,33.87,78.89,600.02,1800,99.4
9:39:30,20200218,Lindsey,BNL17623,YES,5.74,267.69,1.06,30.7,30.71,29.98,400,393.9,33.15,33.96,76.24,600.02,1800,99.39
9:40:31,20200218,Lindsey,BNL17623,YES,5.66,269.57,1.06,30.72,30.74,30,400,394,33.15,33.96,76.17,600.02,1800,99.39
13:01:36,20200218,Lindsey,BNL17634,NO,-1.73,418.99,1.2,31.48,30.94,31.57,398.8,400,31.88,33.12,71.05,600.01,0,99.24
13:00:36,20200218,Lindsey,BNL17634,NO,-1.2,409.76,1.21,31.51,30.96,31.6,399.4,400,31.83,33.13,70.94,600.01,10,99.24
12:59:35,20200218,Lindsey,BNL17634,NO,-0.72,402.81,1.19,31.52,30.96,31.61,399.9,400.1,31.98,33.26,71.16,600.01,20,99.24
12:58:35,20200218,Lindsey,BNL17634,NO,-0.21,395.2,1.19,31.53,30.97,31.63,400.4,400.1,32.02,33.35,71.33,600.01,30,99.24
12:57:34,20200218,Lindsey,BNL17634,NO,0.69,381.98,1.19,31.6,31.03,31.65,401.3,400.1,32.25,33.52,71.41,600.01,50,99.24
12:56:34,20200218,Lindsey,BNL17634,NO,1.84,364.83,1.19,31.66,31.11,31.66,402.4,400,32.44,33.71,71.57,600.02,80,99.24
12:55:33,20200218,Lindsey,BNL17634,NO,3.07,347.18,1.19,31.73,31.19,31.65,403.7,400.1,32.6,33.9,71.69,600.01,125,99.24
12:54:33,20200218,Lindsey,BNL17634,NO,4.57,326.48,1.18,31.78,31.26,31.64,405.1,400,32.9,34.2,72.1,600.01,200,99.25
12:53:32,20200218,Lindsey,BNL17634,NO,5.88,305.45,1.18,31.9,31.42,31.63,406.4,400,33.38,34.65,72.56,600.01,300,99.25
12:52:32,20200218,Lindsey,BNL17634,NO,6.37,300.89,1.2,32.02,31.57,31.6,406.8,399.9,33.5,34.83,72.47,600,400,99.25
12:51:31,20200218,Lindsey,BNL17634,NO,6.61,293.12,1.18,32.1,31.71,31.59,407.1,400,34.16,35.41,73.33,600.02,600,99.25
12:50:31,20200218,Lindsey,BNL17634,NO,6.63,293.74,1.19,32.18,31.88,31.6,407.1,399.9,34.39,35.67,73.53,600.02,800,99.26
12:49:30,20200218,Lindsey,BNL17634,NO,6.63,295.61,1.18,32.27,32.04,31.6,407.2,400,34.96,36.25,74.37,600.02,1000,99.26
12:48:30,20200218,Lindsey,BNL17634,NO,6.68,289.04,1.19,32.36,32.2,31.61,407.2,400,35.36,36.59,74.67,600.02,1200,99.26
12:47:29,20200218,Lindsey,BNL17634,NO,6.57,290.15,1.18,32.42,32.33,31.63,407.1,400,35.83,37.04,75.35,600.02,1400,99.26
12:46:29,20200218,Lindsey,BNL17634,YES,6.5,292.37,1.19,32.48,32.52,31.65,407,399.9,36.23,37.47,75.96,600.02,1700,99.26
13:03:03,20200218,Lindsey,BNL17634,YES,5.94,293.45,1.21,31.99,32.23,31.55,406.1,399.7,35.34,36.51,76.09,600.01,1800,99.24
12:45:23,20200218,Lindsey,BNL17634,YES,6.5,282.48,1.2,32.52,32.61,31.66,406.9,400,36.52,37.66,76.16,600.02,1800,99.26
12:44:23,20200218,Lindsey,BNL17634,YES,6.47,285.34,1.2,32.53,32.62,31.66,406.9,400,36.5,37.66,76.12,600.01,1800,99.26
19:13:48,20200218,Bernie,BNL17635,NO,-2.3,485,1.46,33.24,31,34.28,397.8,400.2,30.14,30.82,59.59,499.8,-1,98.96
19:11:38,20200218,Bernie,BNL17635,NO,-1.46,449,1.42,32.91,30.86,33.81,398.6,400.1,30.23,30.91,60.87,499.8,10,98.97
19:09:37,20200218,Bernie,BNL17635,NO,-1.07,429,1.4,32.82,30.85,33.66,399.2,400.1,30.3,31.06,61.48,499.8,19,98.97
19:07:36,20200218,Bernie,BNL17635,NO,-0.68,412,1.38,32.82,30.86,33.66,399.5,400,30.37,31.24,61.81,499.8,31,98.97
19:05:35,20200218,Bernie,BNL17635,NO,-0.02,391,1.37,32.84,30.89,33.66,400.4,400,30.47,31.45,62.18,499.8,50,98.97
19:03:34,20200218,Bernie,BNL17635,NO,0.87,370,1.35,32.83,30.89,33.66,401.5,400,30.59,31.65,62.62,499.8,80,98.97
19:01:33,20200218,Bernie,BNL17635,NO,2.01,348,1.33,32.81,30.89,33.66,403.2,400.3,30.69,31.88,63.13,499.8,120,98.98
18:59:31,20200218,Bernie,BNL17635,NO,3.51,323,1.3,32.58,30.88,33.31,404.8,400.1,30.8,32.09,64.38,499.7,200,98.98
18:57:30,20200218,Bernie,BNL17635,NO,5.04,304,1.3,32.57,30.97,33.31,406.8,400.2,30.94,32.37,64.98,499.8,300,98.98
18:55:29,20200218,Bernie,BNL17635,NO,6.04,295,1.27,32.38,30.93,33.11,407.8,399.9,31.08,32.61,66.17,499.7,400,98.99
18:53:28,20200218,Bernie,BNL17635,NO,7.62,279,1.23,31.96,30.9,32.57,409.8,400,31.24,32.85,68.26,499.8,600,98.99
18:51:27,20200218,Bernie,BNL17635,NO,8.49,275,1.21,31.57,30.88,32.06,410.9,400,31.4,33.08,70.29,499.8,800,98.99
19:14:00,20200218,Bernie,BNL17635,YES,-1.88,464,1.56,33.25,31.39,34.28,397.7,399.6,30.13,30.88,59.64,499.8,954,98.96
18:49:26,20200218,Bernie,BNL17635,NO,9.18,271,1.18,31.15,30.87,31.57,411.7,400,31.58,33.3,72.46,499.7,1000,98.99
18:47:25,20200218,Bernie,BNL17635,NO,9.56,273,1.16,30.72,30.9,30.89,412.4,400.1,31.76,33.55,74.82,499.7,1200,99
18:45:08,20200218,Bernie,BNL17635,NO,9.94,277,1.11,30.1,30.79,30.23,412.6,399.9,31.92,33.76,78.01,499.7,1401,99
18:43:07,20200218,Bernie,BNL17635,NO,10.4,275,1.12,29.41,30.87,29.02,413.5,400.2,32.03,33.94,81.58,499.7,1699,99
18:36:43,20200218,Bernie,BNL17635,YES,10.8,260,1.21,28.99,31.22,27.82,413.7,400,32.03,33.92,83.53,499.7,1799,99.01
17:21:23,20200218,Bernie,BNL17635,YES,6.86,222,1.6,30.58,32.36,29.99,399.5,390.7,31.71,33.04,74.29,499.7,1800,99.11
18:38:44,20200218,Bernie,BNL17635,YES,10.5,268,1.14,28.9,30.97,28.04,413.4,400,32.1,33.96,84.09,499.8,1800,99.01
18:40:49,20200218,Bernie,BNL17635,NO,10.6,272,1.1,28.86,30.8,28.16,413.5,400.1,32.11,33.95,84.28,499.8,1801,99
19:19:08,20200218,Andy,BNL17636,NO,-1.8,543,1.53,32.91,30.98,33.67,398,400.1,29.75,30.09,59.24,500.2,0,98.94
19:17:07,20200218,Andy,BNL17636,NO,-1.32,498,1.51,32.88,30.95,33.67,398.6,400,29.86,30.22,59.58,500.2,10,98.94
19:15:06,20200218,Andy,BNL17636,NO,-0.9,462,1.47,32.72,30.86,33.51,399.1,400,29.97,30.33,60.32,500.1,20,98.94
19:13:05,20200218,Andy,BNL17636,NO,-0.51,427,1.46,32.62,30.86,33.36,399.6,400,30.09,30.48,60.97,500.2,31,98.94
19:11:04,20200218,Andy,BNL17636,NO,0.03,389,1.45,32.42,30.86,33.04,400.2,400,30.18,30.61,61.95,500.1,50,98.95
19:09:03,20200218,Andy,BNL17636,NO,0.64,353,1.45,32.42,30.9,33.05,400.9,400,30.26,30.74,62.21,500.2,79,98.95
19:07:02,20200218,Andy,BNL17636,NO,1.3,323,1.44,32.41,30.92,33.04,401.9,400.2,30.33,30.87,62.52,500.1,120,98.95
19:05:01,20200218,Andy,BNL17636,NO,2.22,286,1.42,32.21,30.9,32.81,403,400.1,30.43,31.02,63.51,500.2,199,98.95
19:03:00,20200218,Andy,BNL17636,NO,3.03,262,1.41,32.07,30.94,32.65,403.7,399.8,30.55,31.19,64.37,500.1,300,98.96
19:00:59,20200218,Andy,BNL17636,NO,3.49,258,1.39,31.9,30.91,32.5,404.3,399.8,30.66,31.36,65.39,500.1,400,98.96
18:58:58,20200218,Andy,BNL17636,NO,4.14,239,1.36,31.34,30.89,31.8,405.4,400.1,30.79,31.5,67.78,500.2,599,98.96
18:56:57,20200218,Andy,BNL17636,NO,4.52,237,1.36,30.96,30.94,31.33,405.7,400,30.93,31.7,69.71,500.1,801,98.97
18:54:56,20200218,Andy,BNL17636,NO,4.79,235,1.35,30.55,30.97,30.82,406.1,400,31.06,31.86,71.7,500.2,1000,98.97
18:52:55,20200218,Andy,BNL17636,NO,4.79,247,1.33,30.35,30.97,30.67,406.1,400,31.2,32.05,72.97,500.2,1201,98.97
18:50:54,20200218,Andy,BNL17636,NO,5.03,250,1.27,29.66,30.81,30,406.4,400,31.37,32.24,76.38,500.2,1400,98.97
18:48:53,20200218,Andy,BNL17636,NO,5.04,241,1.28,28.88,30.9,28.83,406.4,400,31.6,32.42,80.32,500.1,1701,98.97
18:42:50,20200218,Andy,BNL17636,YES,5.16,162,1.34,28.25,31.23,27.47,406.3,399.9,32.04,32.62,83.81,500.2,1799,98.98
17:48:21,20200218,Andy,BNL17636,YES,2.37,204,1.32,28.27,31.01,28.01,403.3,400.4,31.86,32.18,82.7,500.2,1800,99.06
18:44:51,20200218,Andy,BNL17636,YES,5.36,205,1.24,27.89,30.83,27.53,406.6,399.9,31.96,32.64,85.69,500.1,1800,98.98
18:46:52,20200218,Andy,BNL17636,NO,5.14,236,1.25,28.44,30.88,28.25,406.4,399.9,31.79,32.59,82.86,500.2,1800,98.98
19:21:30,20200218,Andy,BNL17636,YES,1.68,582,1.66,27.28,31.29,25.56,401.8,399.9,29.81,29.53,80.23,500.1,1800,98.93
19:39:39,20200218,Derek,BNL17637,YES,-2.49,557,1.62,33.74,31.21,34.53,396.6,400.1,29.23,29.81,55.97,400,1,98.9
19:37:31,20200218,Derek,BNL17637,YES,-2.22,532,1.61,34.17,31.19,35.29,396.8,399.9,29.22,29.83,54.68,400,9,98.9
19:35:29,20200218,Derek,BNL17637,YES,-1.99,508,1.58,34.41,31.11,35.87,397.2,399.9,29.25,29.89,54.09,400,21,98.91
19:33:27,20200218,Derek,BNL17637,YES,-1.95,503,1.54,34.35,30.97,35.87,397.6,400.2,29.32,29.96,54.4,400,29,98.91
19:31:26,20200218,Derek,BNL17637,YES,-1.73,487,1.51,34.28,30.9,35.88,397.8,400.1,29.42,30.07,54.82,400,51,98.92
19:29:25,20200218,Derek,BNL17637,YES,-1.55,473,1.48,34.06,30.81,35.63,397.9,400,29.53,30.2,55.75,400,79,98.93
19:27:23,20200218,Derek,BNL17637,YES,-1.13,448,1.45,33.65,30.77,35.13,398.8,400.2,29.66,30.35,57.31,400,120,98.93
19:25:22,20200218,Derek,BNL17637,YES,-1.16,445,1.46,33.42,30.87,34.67,398.7,400.1,29.8,30.55,58.41,400,200,98.93
19:23:21,20200218,Derek,BNL17637,YES,-0.8,426,1.45,33.09,30.9,34.2,399.1,400,29.94,30.73,59.88,400,299,98.93
19:21:20,20200218,Derek,BNL17637,YES,-0.06,393,1.41,32.72,30.82,33.89,400.3,400,30.05,30.93,61.54,400,399,98.93
19:19:19,20200218,Derek,BNL17637,YES,0.67,367,1.4,32.02,30.85,32.9,401.5,400.1,30.14,31.08,64.32,400,600,98.93
19:17:18,20200218,Derek,BNL17637,YES,1.26,349,1.4,31.51,30.94,32.09,402.4,400.1,30.23,31.25,66.58,400,801,98.94
19:15:17,20200218,Derek,BNL17637,YES,1.62,340,1.39,30.99,30.93,31.47,403.1,400.2,30.33,31.39,68.88,400,1000,98.94
19:13:16,20200218,Derek,BNL17637,YES,1.98,331,1.37,30.4,30.9,30.78,403.5,400.1,30.4,31.49,71.47,400,1201,98.94
19:11:15,20200218,Derek,BNL17637,YES,2.75,308,1.34,29.65,30.81,29.95,404.7,400.1,30.49,31.55,74.78,400,1401,98.95
19:09:14,20200218,Derek,BNL17637,YES,3.14,281,1.36,28.71,30.88,28.46,405.3,400.2,30.56,31.5,78.8,400,1700,98.95
18:10:18,20200218,Derek,BNL17637,YES,7.77,118,1.49,28.84,31.63,27.85,409.2,399.5,31.34,32.16,79.86,499.7,1799,99.02
19:41:05,20200218,Derek,BNL17637,YES,-0.34,432,2.15,30.47,33.11,28.7,399.2,399.5,29.29,29.67,66.98,400,1799,98.89
19:03:08,20200218,Derek,BNL17637,YES,3.72,221,1.42,28.33,31.13,27.41,405.6,399.7,30.82,31.58,80.77,400,1800,98.96
19:05:09,20200218,Derek,BNL17637,YES,3.78,213,1.38,28.09,30.91,27.37,405.9,400,30.74,31.44,81.55,400,1800,98.96
19:07:12,20200218,Derek,BNL17637,YES,3.72,229,1.36,28.11,30.84,27.56,405.9,400,30.64,31.4,81.37,400,1800,98.95
9:49:24,20200218,Mariano,BNL17638,NO,-1.75,481,1.48,31.86,30.94,32.55,398.4,400.2,29.99,30.54,63.75,499.9,0,98.91
9:47:23,20200218,Mariano,BNL17638,NO,-1.07,448,1.45,31.7,30.86,32.34,398.8,399.9,30.1,30.62,64.51,499.9,9,98.91
9:45:22,20200218,Mariano,BNL17638,NO,-0.52,417,1.43,31.62,30.85,32.2,399.8,400.2,30.18,30.74,65.07,499.9,19,98.91
9:43:21,20200218,Mariano,BNL17638,NO,0.04,389,1.42,31.53,30.86,32.04,400.3,400,30.27,30.86,65.66,499.8,30,98.91
9:41:20,20200218,Mariano,BNL17638,NO,0.87,355,1.42,31.54,30.9,32.04,401.4,400,30.36,31.03,65.98,499.8,51,98.92
9:39:19,20200218,Mariano,BNL17638,NO,1.86,323,1.41,31.54,30.93,32.04,402.7,400.2,30.43,31.18,66.3,499.8,81,98.92
9:37:18,20200218,Mariano,BNL17638,NO,2.73,303,1.39,31.52,30.91,32.04,403.6,400,30.51,31.35,66.75,499.8,121,98.92
9:35:16,20200218,Mariano,BNL17638,NO,4.51,261,1.36,31.3,30.88,31.73,405.8,400,30.61,31.52,67.94,499.8,200,98.93
9:33:14,20200218,Mariano,BNL17638,NO,5.9,242,1.36,31.3,30.94,31.73,407.7,400.2,30.71,31.74,68.42,499.8,301,98.93
9:31:13,20200218,Mariano,BNL17638,NO,6.55,244,1.33,31.24,30.93,31.74,408.4,400,30.8,31.94,69.09,499.8,401,98.93
9:29:12,20200218,Mariano,BNL17638,NO,7.46,234,1.31,30.84,30.91,31.18,409.4,399.9,30.93,32.13,71.11,499.8,600,98.94
