VNR (experiment no),ART (Species code),Species,BLT ,Julian Day,Date,Stand,SampleID,Predawn water potential bar ,"Instantaneous water potential, psi bar ",Patm,Tleaf,rFmBl % ,rFoBl % ,CO2r,Bta Grad C ,LtoB Grad C ,ALVPD,CO2s,TrOf mmol m-2 s-1 ,gsw,Bti Grad C ,Ci,Qin,A
79,102,Quercus ilex subsp. ballota,2,74,15/03/1983 07:52,Arrabida,79_102_2_Arrabida,-19,-10.9,1040,12.1,72.6, ,330, , ,3.857,325,0.0507,13.1,12.2,,180,3.0628
79,102,Quercus ilex subsp. ballota,2,74,15/03/1983 08:49,Arrabida,79_102_2_Arrabida,-19,-15.1,1040,13.3,70.1, ,330, , ,4.939,315,0.1099,22.3,13.8,,419,8.4037
79,102,Quercus ilex subsp. ballota,2,74,15/03/1983 17:38,Arrabida,79_102_2_Arrabida,-19,-8.5,1040,14.1,53,44.3,330, ,14.7,7.671,320,0.5288,68.9,14.4,210,562,4.5757
79,102,Quercus ilex subsp. ballota,2,74,15/03/1983 09:50,Arrabida,79_102_2_Arrabida,-19,-20.1,1040,16.3,64.4, ,330, , ,7.127,310,0.3214,45.1,16.9,,908,10.6434
79,102,Quercus ilex subsp. ballota,2,74,15/03/1983 16:47,Arrabida,79_102_2_Arrabida,-19,-21,1040,16.4,51,40,330, ,17.4,9.726,315,1.1233,115.5,17.1,191,1029,8.6073
79,102,Quercus ilex subsp. ballota,2,74,15/03/1983 14:52,Arrabida,79_102_2_Arrabida,-19,-28.3,1040,21,48.4,36.6,330, ,21.8,13.252,314,1.7312,130.6,21.5,196,1281,9.204
79,102,Quercus ilex subsp. ballota,2,74,15/03/1983 12:58,Arrabida,79_102_2_Arrabida,-19,-28.3,1040,20.5,52.6,38.2,330, ,20.7,14.031,313,2.0044,142.9,22.4,200,1396,9.5794
79,102,Quercus ilex subsp. ballota,2,74,15/03/1983 15:46,Arrabida,79_102_2_Arrabida,-19,-30.3,1040,20,50.2,38.1,330, ,19.7,12.79,312,1.5957,124.8,21,192,1458,8.9374
79,102,Quercus ilex subsp. ballota,2,74,15/03/1983 10:50,Arrabida,79_102_2_Arrabida,-19,-26.1,1040,22.1,57.9, ,330, , ,11.225,309,2.2198,197.8,22.3,231,1901,9.1509
79,102,Quercus ilex subsp. ballota,2,74,15/03/1983 11:48,Arrabida,79_102_2_Arrabida,-19,-31.7,1040,20.1,55.2, ,330, , ,10.407,312,1.7435,167.5,20.2,224,1997,8.7673
79,102,Quercus ilex subsp. ballota,2,74,15/03/1983 13:55,Arrabida,79_102_2_Arrabida,-19,-26.2,1040,20.6,53,38.6,330, ,21.9,12.604,312,1.7533,139.1,21.6,205,1999,8.844
81,101,Quercus faginea,1,74,15/03/1983 18:37,Arrabida,81_101_1_Arrabida, , ,1040,11.7,56.4,53.8,330, ,11.7,5.926,330,0.1266,21.4,11.8,319,12,0.0967
81,101,Quercus faginea,1,74,15/03/1983 17:42,Arrabida,81_101_1_Arrabida, , ,1040,13.9,52.5,46.6,330, ,13.8,7.65,326,0.3753,49.1,14.2,264,90,1.7802
81,101,Quercus faginea,1,74,15/03/1983 16:56,Arrabida,81_101_1_Arrabida, , ,1040,16,50.4,43.3,330, ,15.4,9.356,320,0.7371,78.8,16.5,227,353,4.3623
81,101,Quercus faginea,1,74,15/03/1983 15:03,Arrabida,81_101_1_Arrabida, , ,1040,20.8,46,39.2,330, ,19.8,13.365,321,1.4109,105.6,21.1,246,354,4.5459
81,101,Quercus faginea,1,74,15/03/1983 09:04,Arrabida,81_101_1_Arrabida, , ,1040,16.5,63.7, ,330, , ,7.709,317,0.8094,105,17.4,213,489,6.6127
81,101,Quercus faginea,1,74,15/03/1983 09:59,Arrabida,81_101_1_Arrabida, , ,1040,18.4,61.6, ,330, , ,8.971,315,1.7828,198.7,19.2,257,727,6.6588
81,101,Quercus faginea,1,74,15/03/1983 16:03,Arrabida,81_101_1_Arrabida, , ,1040,20.8,46.1,38.9,330, ,18.8,14.099,320,1.4201,100.7,21.6,245,987,4.3294
81,101,Quercus faginea,1,74,15/03/1983 11:09,Arrabida,81_101_1_Arrabida, , ,1040,24.1,55.1, ,330, , ,15.115,313,3.6178,239.3,25.2,254,1372,7.7656
81,101,Quercus faginea,1,74,15/03/1983 14:07,Arrabida,81_101_1_Arrabida, , ,1040,23.3,48.7,40.2,330, ,20.6,16.378,316,2.1637,132.1,24.5,226,1385,6.8209
81,101,Quercus faginea,1,74,15/03/1983 12:05,Arrabida,81_101_1_Arrabida, , ,1040,23.9,49.5, ,330, , ,17.487,315,0.4159,23.8,25.5,,1793,7.6334
81,101,Quercus faginea,1,74,15/03/1983 13:14,Arrabida,81_101_1_Arrabida, , ,1040,23.8,47.5,39.2,330, ,20.3,21.915,317,2.5298,115.4,27.4,217,1915,6.5835
82,82,Quercus coccifera,1,74,15/03/1983 07:10,Arrabida,82_82_1_Arrabida,-11,-12.6,1040,12.1,70.4, ,330, , ,3.711,329,0.0623,16.8,11.7,286,40,0.4299
82,82,Quercus coccifera,1,74,15/03/1983 08:12,Arrabida,82_82_1_Arrabida,-11,-17.3,1040,15,64.2, ,330, , ,5.945,321,0.0992,16.7,15,,194,4.4979
82,82,Quercus coccifera,1,74,15/03/1983 10:05,Arrabida,82_82_1_Arrabida,-11,-28.8,1040,18.4,56.6, ,330, , ,8.816,319,0.9153,103.8,18.3,238,208,5.0329
82,82,Quercus coccifera,1,74,15/03/1983 12:10,Arrabida,82_82_1_Arrabida,-11,-31.8,1040,22.9,47.5,34.3,330, ,23.2,13.789,314,1.8284,132.6,22.6,219,469,7.3511
82,82,Quercus coccifera,1,74,15/03/1983 17:47,Arrabida,82_82_1_Arrabida,-11,-12,1040,14.3,52.4,46.4,330, ,14.2,7.555,320,0.3819,50.6,14.3,183,496,4.2468
82,82,Quercus coccifera,1,74,15/03/1983 11:12,Arrabida,82_82_1_Arrabida,-11,-31.5,1040,23.2,52.3, ,330, , ,13.379,307,2.558,191.2,23.3,209,523,11.0479
82,82,Quercus coccifera,1,74,15/03/1983 13:21,Arrabida,82_82_1_Arrabida,-11,-28.2,1040,25.5,45.4,33,330, ,25.3,17.356,309,2.7455,158.2,25.5,191,580,10.9178
82,82,Quercus coccifera,1,74,15/03/1983 14:13,Arrabida,82_82_1_Arrabida,-11,-25.2,1040,25.3,46.9,34.6,330, ,24.5,18.206,309,2.6772,147.1,26.1,178,789,11.3316
82,82,Quercus coccifera,1,74,15/03/1983 17:03,Arrabida,82_82_1_Arrabida,-11,-14.1,1040,16.9,50.5,41.2,330, ,16.7,9.641,312,0.8751,90.8,17.2,162,816,8.2993
82,82,Quercus coccifera,1,74,15/03/1983 09:10,Arrabida,82_82_1_Arrabida,-11,-23.6,1040,18.1,59, ,330, , ,9.466,311,0.9218,97.4,19,134,987,10.5724
82,82,Quercus coccifera,1,74,15/03/1983 15:10,Arrabida,82_82_1_Arrabida,-11,-21.6,1040,22.5,46.6,36.5,330, ,21.7,15.832,309,2.0149,127.3,23.5,167,1485,10.8023
82,82,Quercus coccifera,1,74,15/03/1983 16:10,Arrabida,82_82_1_Arrabida,-11,-17.7,1040,22.5,46.5,33.8,330, ,21.8,15.52,306,1.9505,125.7,23.3,169,1601,10.3128
82,82,Quercus coccifera,2,74,15/03/1983 07:13,Arrabida,82_82_2_Arrabida,-11,-12.6,1040,12,71.2, ,330, , ,3.843,328,0.1151,29.9,11.9,280,50,0.8644
82,82,Quercus coccifera,2,74,15/03/1983 17:50,Arrabida,82_82_2_Arrabida,-11,-12,1040,14.2,52.1,46.4,330, ,14.2,7.656,320,0.2991,39.1,14.3,185,128,3.2288
82,82,Quercus coccifera,2,74,15/03/1983 08:15,Arrabida,82_82_2_Arrabida,-11,-17.3,1040,15.1,63.3, ,330, , ,6.241,322,0.0709,11.4,15.2,,183,3.1957
82,82,Quercus coccifera,2,74,15/03/1983 10:06,Arrabida,82_82_2_Arrabida,-11,-28.8,1040,18.1,57.6, ,330, , ,8.576,321,0.6588,76.8,18.1,249,209,3.2406
82,82,Quercus coccifera,2,74,15/03/1983 11:14,Arrabida,82_82_2_Arrabida,-11,-31.5,1040,22.7,52.1, ,330, , ,13.199,316,1.2515,94.8,22.9,234,516,4.5247
82,82,Quercus coccifera,2,74,15/03/1983 13:25,Arrabida,82_82_2_Arrabida,-11,-28.2,1040,25.2,45.5,33,330, ,25.3,17.018,312,1.8076,106.2,25.2,196,522,7.2232
82,82,Quercus coccifera,2,74,15/03/1983 09:12,Arrabida,82_82_2_Arrabida,-11,-23.6,1040,18.3,57.9, ,330, , ,9.407,314,0.5176,55,18.9,108,790,6.9669
82,82,Quercus coccifera,2,74,15/03/1983 17:06,Arrabida,82_82_2_Arrabida,-11,-12,1040,16.8,49.6,41.2,330, ,16.7,9.748,313,0.6781,69.6,17.1,157,790,6.6348
82,82,Quercus coccifera,2,74,15/03/1983 16:14,Arrabida,82_82_2_Arrabida,-11,-17.7,1040,22.4,46,33.8,330, ,21.8,15.559,308,1.6818,108.1,23.2,174,889,8.6983
82,82,Quercus coccifera,2,74,15/03/1983 15:12,Arrabida,82_82_2_Arrabida,-11,-21.6,1040,22.6,47.1,36.5,330, ,21.7,14.784,312,1.2434,84.1,23,184,1172,6.3989
82,82,Quercus coccifera,2,74,15/03/1983 14:15,Arrabida,82_82_2_Arrabida,-11,-25.2,1040,25.3,47.2,34.6,330, ,24.5,17.724,310,1.6752,94.5,25.9,179,1495,7.3144
82,82,Quercus coccifera,2,74,15/03/1983 12:15,Arrabida,82_82_2_Arrabida,-11,-31.8,1040,22.6,49.8,34.3,330, ,23.2,14.063,313,1.4578,103.7,23,214,1688,5.976
146,101,Quercus faginea,1,109,19/04/1983 06:02,Arrabida,146_101_1_Arrabida,-9.5,-8.2,1040,10.6,30.4,28.4,330, ,10.2,8.746,331,0.1331,15.2,10.7,359,14,-0.3107
146,101,Quercus faginea,1,109,19/04/1983 08:10,Arrabida,146_101_1_Arrabida,-9.5,-14.1,1040,13.7,62.1,56.1,330, ,13.8,5.985,321,0.3023,50.5,13.9,201,256,3.7051
146,101,Quercus faginea,1,109,19/04/1983 13:47,Arrabida,146_101_1_Arrabida,-9.5, ,1040,15.2,62.8,56.7,330, ,15.7,6.366,319,0.2553,40.1,15.3,167,337,3.7321
146,101,Quercus faginea,1,109,19/04/1983 07:11,Arrabida,146_101_1_Arrabida,-9.5,-9.7,1040,12.3,35.4,28.1,330, ,11.1,9.558,320,0.442,46.2,12.9,211,599,3.0375
146,101,Quercus faginea,1,109,19/04/1983 12:27,Arrabida,146_101_1_Arrabida,-9.5,-21.4,1040,18.6,55.4,44,330, ,19.4,9.837,311,0.6989,71,19,168,827,6.1958
146,101,Quercus faginea,1,109,19/04/1983 09:46,Arrabida,146_101_1_Arrabida,-9.5,-17,1040,16.5,60.6,53.2,330, ,14.8,8.276,309,0.8816,106.5,17.4,187,1450,7.9007
146,101,Quercus faginea,1,109,19/04/1983 08:58,Arrabida,146_101_1_Arrabida,-9.5,-16.7,1040,16.3,61.3,52.7,330, ,15.6,8.91,309,0.7152,80.3,17.9,158,1702,7.3812
146,101,Quercus faginea,1,109,19/04/1983 10:52,Arrabida,146_101_1_Arrabida,-9.5,-20.8,1040,19.4,61.6,47,330, ,17.9,10.706,305,1.4493,135.4,21,195,2000,8.9312
146,101,Quercus faginea,1,109,19/04/1983 11:38,Arrabida,146_101_1_Arrabida,-9.5,-21.4,1040,21.5,57.2,42.1,330, ,21,14.087,306,1.7652,125.3,23.6,183,2000,9.1805
146,101,Quercus faginea,2,109,19/04/1983 06:07,Arrabida,146_101_2_Arrabida,-9.5,-8.2,1040,10.5,34.3,28.4,330, ,10.2,7.958,331,0.2572,32.3,10.3,342,10,-0.3057
146,101,Quercus faginea,2,109,19/04/1983 07:14,Arrabida,146_101_2_Arrabida,-9.5,-9.7,1040,12.3,41.8,28.1,330, ,11.1,8.015,323,0.6033,75.3,12.2,282,88,1.7286
146,101,Quercus faginea,2,109,19/04/1983 08:12,Arrabida,146_101_2_Arrabida,-9.5,-14.1,1040,13.5,66,56.1,330, ,13.8,5.123,318,0.3869,75.5,13.5,225,190,4.2831
146,101,Quercus faginea,2,109,19/04/1983 09:02,Arrabida,146_101_2_Arrabida,-9.5,-16.7,1040,16.9,66.6,52.7,330, ,15.6,7.36,298,1.0471,142.3,17.8,187,301,9.668
146,101,Quercus faginea,2,109,19/04/1983 13:49,Arrabida,146_101_2_Arrabida,-9.5, ,1040,14.9,67.9,56.7,330, ,15.7,5.945,306,0.3445,58,15.5,126,368,6.476
146,101,Quercus faginea,2,109,19/04/1983 12:32,Arrabida,146_101_2_Arrabida,-9.5,-21.4,1040,18,62.4,44,330, ,19.4,8.329,296,0.8681,104.2,18.6,154,649,9.0648
146,101,Quercus faginea,2,109,19/04/1983 10:57,Arrabida,146_101_2_Arrabida,-9.5,-20.8,1040,19.6,63.6,47,330, ,17.9,9.214,294,1.6934,183.8,20.4,193,961,11.1679
146,101,Quercus faginea,2,109,19/04/1983 10:55,Arrabida,146_101_2_Arrabida,-9.5,-20.8,1040,19.5,63.5,47,330, ,17.9,9.18,294,1.6011,174.4,20.3,189,1204,11.1326
146,101,Quercus faginea,2,109,19/04/1983 09:48,Arrabida,146_101_2_Arrabida,-9.5,-17,1040,16.6,65.4,53.2,330, ,14.8,7.445,297,0.975,131,17.5,179,2000,9.4171
146,101,Quercus faginea,2,109,19/04/1983 11:42,Arrabida,146_101_2_Arrabida,-9.5,-21.4,1040,21.6,66.8,42.1,330, ,21,11.247,297,2.3317,207.3,23.4,212,2000,10.5289
148,82,Quercus coccifera,1,109,19/04/1983 06:18,Arrabida,148_82_1_Arrabida,-10.5,-9.9,1040,11.6,32.8,28.4,330, ,10.2,8.676,331,0.3226,37.2,11.3,347,21,-0.4691
148,82,Quercus coccifera,1,109,19/04/1983 07:27,Arrabida,148_82_1_Arrabida,-10.5,-11.1,1040,13.6,35.6,30.4,330, ,12.45,9.669,326,0.355,36.7,13.5,283,95,0.8815
148,82,Quercus coccifera,1,109,19/04/1983 13:53,Arrabida,148_82_1_Arrabida,-10.5, ,1040,14.2,65.6,56.7,330, ,15.7,5.527,328,0.1659,30,14.3,300,126,0.4758
148,82,Quercus coccifera,1,109,19/04/1983 08:22,Arrabida,148_82_1_Arrabida,-10.5,-13.1,1040,13.6,63.7,56.1,330, ,13.8,5.905,322,0.1517,25.7,14,188,224,2.1117
148,82,Quercus coccifera,1,109,19/04/1983 12:40,Arrabida,148_82_1_Arrabida,-10.5,-13.4,1040,17.8,54.5,49.7,330, ,17.45,9.409,323,0.3828,40.7,18.1,251,230,1.7296
148,82,Quercus coccifera,1,109,19/04/1983 09:10,Arrabida,148_82_1_Arrabida,-10.5,-14.8,1040,17,54.8,52.7,330, ,15.6,9.259,322,0.2984,32.2,17.6,202,334,2.3438
148,82,Quercus coccifera,1,109,19/04/1983 09:57,Arrabida,148_82_1_Arrabida,-10.5,-14.9,1040,17.2,51.9,53.2,330, ,14.8,9.558,322,0.37,38.7,17.5,213,409,2.5398
148,82,Quercus coccifera,1,109,19/04/1983 11:49,Arrabida,148_82_1_Arrabida,-10.5,-15.6,1040,20.6,48.9,42.1,330, ,21,12.516,323,0.5285,42.2,20.9,235,870,2.1536
148,82,Quercus coccifera,1,109,19/04/1983 10:59,Arrabida,148_82_1_Arrabida,-10.5,-17.5,1040,19.6,52.2,47,330, ,17.9,12.775,320,0.7463,58.4,21.1,233,1837,2.995
148,82,Quercus coccifera,2,109,19/04/1983 07:31,Arrabida,148_82_2_Arrabida,-10.5,-11.1,1040,13.2,32.2,30.4,330, ,12.45,10.31,330,0.3085,29.9,13.5,314,79,0.1891
148,82,Quercus coccifera,2,109,19/04/1983 13:55,Arrabida,148_82_2_Arrabida,-10.5, ,1040,14,64.9,56.7,330, ,15.7,5.667,330,0.2667,47.1,14.2,322,80,0.1465
148,82,Quercus coccifera,2,109,19/04/1983 12:42,Arrabida,148_82_2_Arrabida,-10.5,-13.4,1040,17.1,53.2,49.7,330, ,17.45,9.373,329,0.4077,43.5,17.5,318,99,0.1893
148,82,Quercus coccifera,2,109,19/04/1983 08:24,Arrabida,148_82_2_Arrabida,-10.5,-13.1,1040,13.7,61.5,56.1,330, ,13.8,6.178,327,0.1745,28.2,14,224,177,1.7805
148,82,Quercus coccifera,2,109,19/04/1983 09:12,Arrabida,148_82_2_Arrabida,-10.5,-14.8,1040,16.4,52.8,52.7,330, ,15.6,8.806,326,0.2993,34,16.6,216,335,2.2735
148,82,Quercus coccifera,2,109,19/04/1983 11:52,Arrabida,148_82_2_Arrabida,-10.5,-15.6,1040,20.7,47.5,42.1,330, ,21,13.377,324,0.7923,59.2,21.3,217,1560,3.7422
148,82,Quercus coccifera,2,109,19/04/1983 09:58,Arrabida,148_82_2_Arrabida,-10.5,-14.9,1040,16.8,50.2,53.2,330, ,14.8,10,326,0.4179,41.8,17.4,212,1986,2.8508
148,82,Quercus coccifera,2,109,19/04/1983 11:03,Arrabida,148_82_2_Arrabida,-10.5,-17.5,1040,20.4,47.8,47,330, ,17.9,12.767,323,1.1366,89,20.8,236,2000,4.5476
149,82,Quercus coccifera,1,109,19/04/1983 06:54,Arrabida,149_82_1_Arrabida, , ,1040,11.1,30.1,28.1,330, ,11.1,8.74,330,0.3245,37.1,10.8,338,35,-0.2859
149,82,Quercus coccifera,1,109,19/04/1983 08:40,Arrabida,149_82_1_Arrabida, , ,1040,16.2,53,51.6,330, ,16,8.543,329,0.3437,40.2,16.3,301,263,0.6031
149,82,Quercus coccifera,1,109,19/04/1983 07:50,Arrabida,149_82_1_Arrabida, , ,1040,14.4,33.5,32.8,330, ,13.8,10.936,329,0.3877,35.5,14.7,296,272,0.598
149,82,Quercus coccifera,1,109,19/04/1983 09:30,Arrabida,149_82_1_Arrabida, , ,1040,14.9,54.3,53.2,330, ,14.8,7.97,329,0.1473,18.5,15.3,285,299,0.4643
149,82,Quercus coccifera,1,109,19/04/1983 12:08,Arrabida,149_82_1_Arrabida, , ,1040,20.6,42.7,42.9,330, ,20.2,14.279,329,0.3171,22.2,21.1,290,628,0.4409
149,82,Quercus coccifera,1,109,19/04/1983 10:15,Arrabida,149_82_1_Arrabida, , ,1040,17.4,47.3,47.3,330, ,17.2,10.945,329,0.363,33.2,18,308,650,0.3282
149,82,Quercus coccifera,1,109,19/04/1983 13:10,Arrabida,149_82_1_Arrabida, , ,1040,19.4,48.4,49.9,330, ,18.1,12.013,329,0.3278,27.3,19.9,307,925,0.2721
149,82,Quercus coccifera,1,109,19/04/1983 11:25,Arrabida,149_82_1_Arrabida, , ,1040,22.1,40.7,42.1,330, ,21,17.828,329,0.5737,32.2,23.6,296,1797,0.484
149,82,Quercus coccifera,2,109,19/04/1983 07:00,Arrabida,149_82_2_Arrabida, , ,1040,11.3,34.9,28.1,330, ,11.1,8.488,329,0.6297,74.2,11.3,317,29,0.3613
149,82,Quercus coccifera,2,109,19/04/1983 07:52,Arrabida,149_82_2_Arrabida, , ,1040,14.5,39.1,32.8,330, ,13.8,10.106,321,0.8429,83.4,14.8,226,157,4.7112
149,82,Quercus coccifera,2,109,19/04/1983 10:17,Arrabida,149_82_2_Arrabida, , ,1040,17.6,52.7,47.3,330, ,17.2,10.153,318,1.0716,105.5,18.3,195,330,7.7962
149,82,Quercus coccifera,2,109,19/04/1983 09:33,Arrabida,149_82_2_Arrabida, , ,1040,15,59.8,53.2,330, ,14.8,6.999,320,0.7103,101.5,15.3,220,346,6.1072
149,82,Quercus coccifera,2,109,19/04/1983 13:12,Arrabida,149_82_2_Arrabida, , ,1040,18.8,55.8,49.9,330, ,18.1,9.875,318,0.9409,95.3,19.2,207,390,6.3802
149,82,Quercus coccifera,2,109,19/04/1983 08:43,Arrabida,149_82_2_Arrabida, , ,1040,17.2,58.3,51.6,330, ,16,10.527,314,1.0607,100.8,19.2,173,497,8.6483
149,82,Quercus coccifera,2,109,19/04/1983 11:28,Arrabida,149_82_2_Arrabida, , ,1040,24.2,49.7,42.1,330, ,21,16.793,315,2.4122,143.6,25.3,202,1951,9.4829
149,82,Quercus coccifera,2,109,19/04/1983 12:11,Arrabida,149_82_2_Arrabida, , ,1040,20.7,50.9,42.9,330, ,20.2,12.267,317,1.7498,142.6,21.1,220,2000,8.2375
153,102,Quercus ilex subsp. ballota,1,109,19/04/1983 06:47,Arrabida,153_102_1_Arrabida,-13,-12.6,1040,11.3,42.6,28.1,330, ,11.1,7.227,327,1.2967,179.4,11,316,77,0.8855
153,102,Quercus ilex subsp. ballota,1,109,19/04/1983 07:56,Arrabida,153_102_1_Arrabida,-13,-17.2,1040,14.2,49.3,32.8,330, ,13.8,8.2,318,1.7431,212.6,14.4,271,300,5.7516
153,102,Quercus ilex subsp. ballota,1,109,19/04/1983 10:30,Arrabida,153_102_1_Arrabida,-13,-28.4,1040,17.3,58.5,47.3,330, ,17.2,8.473,316,1.3963,164.8,17.7,237,541,7.7539
153,102,Quercus ilex subsp. ballota,1,109,19/04/1983 09:37,Arrabida,153_102_1_Arrabida,-13,-22.9,1040,15.1,65.5,53.2,330, ,14.8,6.759,311,1.2917,191.1,16,218,808,10.7683
153,102,Quercus ilex subsp. ballota,1,109,19/04/1983 08:45,Arrabida,153_102_1_Arrabida,-13,-20.6,1040,16.8,64.5,51.6,330, ,16,8.336,310,1.7308,207.6,18.2,217,1480,11.5944
153,102,Quercus ilex subsp. ballota,1,109,19/04/1983 11:30,Arrabida,153_102_1_Arrabida,-13,-35.7,1040,23.1,56.7,42.1,330, ,21,13.983,310,3.497,250.1,24.3,225,2000,12.2523
153,102,Quercus ilex subsp. ballota,1,109,19/04/1983 12:13,Arrabida,153_102_1_Arrabida,-13,-35.3,1040,22.2,59.1,42.9,330, ,20.2,12.968,310,2.8103,216.7,23.6,217,2000,11.8725
153,102,Quercus ilex subsp. ballota,1,109,19/04/1983 13:15,Arrabida,153_102_1_Arrabida,-13, ,1040,19.1,63.5,49.9,330, ,18.1,9.525,309,1.6464,172.8,20.3,206,2000,10.6499
153,102,Quercus ilex subsp. ballota,2,109,19/04/1983 06:50,Arrabida,153_102_2_Arrabida,-13,-12.6,1040,11.1,45.9,28.1,330, ,11.1,6.54,325,1.3752,210.3,10.6,311,88,1.5121
153,102,Quercus ilex subsp. ballota,2,109,19/04/1983 07:59,Arrabida,153_102_2_Arrabida,-13,-17.2,1040,13.9,48.4,32.8,330, ,13.8,8.182,316,1.3169,161,14.1,256,336,5.7188
153,102,Quercus ilex subsp. ballota,2,109,19/04/1983 09:38,Arrabida,153_102_2_Arrabida,-13,-22.9,1040,14.8,63.5,53.2,330, ,14.8,6.629,316,0.784,118.3,15.4,217,920,7.1116
153,102,Quercus ilex subsp. ballota,2,109,19/04/1983 13:17,Arrabida,153_102_2_Arrabida,-13, ,1040,18.9,63.4,49.9,330, ,18.1,9.149,308,1.4392,157.3,19.9,213,982,8.9877
153,102,Quercus ilex subsp. ballota,2,109,19/04/1983 08:47,Arrabida,153_102_2_Arrabida,-13,-20.6,1040,16.8,63.7,51.6,330, ,16,10.346,309,1.1861,114.6,19.6,178,1520,9.1614
153,102,Quercus ilex subsp. ballota,2,109,19/04/1983 10:32,Arrabida,153_102_2_Arrabida,-13,-28.4,1040,18,64.1,47.3,330, ,17.2,8.784,303,1.7321,197.2,19.2,204,2000,11.7785
153,102,Quercus ilex subsp. ballota,2,109,19/04/1983 11:34,Arrabida,153_102_2_Arrabida,-13,-35.7,1040,23.9,57.4,42.1,330, ,21,13.907,307,2.4837,178.6,24.8,204,2000,10.9028
153,102,Quercus ilex subsp. ballota,2,109,19/04/1983 12:16,Arrabida,153_102_2_Arrabida,-13,-35.3,1040,20.9,58.5,42.9,330, ,20.2,12.625,306,2.6156,207.2,22.6,205,2000,12.3876
180,102,Quercus ilex subsp. ballota,1,137,17/05/1983 19:15,Arrabida,180_102_1_Arrabida,-5.5,-8.4,1040,12.4,46.2,40.4,350, ,13.2,7.636,350,0.4205,55.1,12.5,347,29,-0.0423
180,102,Quercus ilex subsp. ballota,1,137,17/05/1983 08:39,Arrabida,180_102_1_Arrabida,-5.5,-11.7,1040,13.8,51.3,38,350, ,14.2,7.383,348,1.3126,177.8,13.7,336,91,0.8196
180,102,Quercus ilex subsp. ballota,1,137,17/05/1983 18:20,Arrabida,180_102_1_Arrabida,-5.5,-11,1040,14.4,45.2,39.2,350, ,14.1,8.754,347,0.6941,79.3,14.4,310,136,1.6002
180,102,Quercus ilex subsp. ballota,1,137,17/05/1983 07:05,Arrabida,180_102_1_Arrabida,-5.5,-6.1,1040,12.3,72.2,40.5,350, ,12.4,3.69,347,2.5192,682.7,12.1,342,188,1.084
180,102,Quercus ilex subsp. ballota,1,137,17/05/1983 14:44,Arrabida,180_102_1_Arrabida,-5.5,-24.3,1040,17,44.7,35,350, ,16.6,10.796,341,1.2717,117.8,17.3,273,330,4.6215
180,102,Quercus ilex subsp. ballota,1,137,17/05/1983 10:38,Arrabida,180_102_1_Arrabida,-5.5,-20,1040,16.4,45.3,34.2,350, ,16.3,10.403,340,1.4045,135,16.8,273,460,5.2735
180,102,Quercus ilex subsp. ballota,1,137,17/05/1983 09:32,Arrabida,180_102_1_Arrabida,-5.5,-17.6,1040,16.6,45.9,33.9,350, ,16.5,10.909,338,1.6029,146.9,17.4,259,550,6.7838
180,102,Quercus ilex subsp. ballota,1,137,17/05/1983 11:52,Arrabida,180_102_1_Arrabida,-5.5,-15.6,1040,19.9,44.8,29,350, ,20.8,14.837,331,2.2381,150.8,21.5,217,780,10.1322
180,102,Quercus ilex subsp. ballota,1,137,17/05/1983 13:50,Arrabida,180_102_1_Arrabida,-5.5,-27.8,1040,18.6,46.4,30.7,350, ,20.2,15.599,333,2.1947,140.7,21.7,222,900,9.1728
180,102,Quercus ilex subsp. ballota,1,137,17/05/1983 17:14,Arrabida,180_102_1_Arrabida,-5.5,-14.5,1040,18.6,42.7,33.5,350, ,17.8,13.86,337,1.5124,109.1,20,229,1070,6.9313
180,102,Quercus ilex subsp. ballota,1,137,17/05/1983 16:08,Arrabida,180_102_1_Arrabida,-5.5,-18.7,1040,20.9,40.9,30.2,350, ,20.5,16.862,337,1.7846,105.8,22.6,229,1500,6.6686
180,102,Quercus ilex subsp. ballota,1,137,17/05/1983 16:09,Arrabida,180_102_1_Arrabida,-5.5,-18.7,1040,20.9,42,30.2,350, ,20.5,18.262,336,2.1805,119.4,23.6,223,1780,7.8067
180,102,Quercus ilex subsp. ballota,1,137,17/05/1983 12:56,Arrabida,180_102_1_Arrabida,-5.5,-23.4,1040,19.5,45,29.4,350, ,20.5,14.737,338,2.0919,142,21.3,258,2000,6.4743
180,102,Quercus ilex subsp. ballota,2,137,17/05/1983 19:18,Arrabida,180_102_2_Arrabida,-5.5,-8.4,1040,12.3,45.3,40.4,350, ,13.2,7.897,350,0.5468,69.3,12.6,346,33,-0.0096
180,102,Quercus ilex subsp. ballota,2,137,17/05/1983 07:10,Arrabida,180_102_2_Arrabida,-5.5,-6.1,1040,12.4,68.1,40.5,350, ,12.7,4.658,348,4.1013,880.5,12.6,345,127,0.2604
180,102,Quercus ilex subsp. ballota,2,137,17/05/1983 18:21,Arrabida,180_102_2_Arrabida,-5.5,-11,1040,14.2,44,39.2,350, ,14.1,9.036,348,0.9654,106.8,14.4,312,147,2.0339
180,102,Quercus ilex subsp. ballota,2,137,17/05/1983 10:40,Arrabida,180_102_2_Arrabida,-5.5,-20,1040,16.3,42.1,34.2,350, ,16.3,10.681,344,1.6879,158,16.5,284,400,5.3836
180,102,Quercus ilex subsp. ballota,2,137,17/05/1983 14:47,Arrabida,180_102_2_Arrabida,-5.5,-24.3,1040,16.6,42.3,35,350, ,16.6,11.088,343,1.6298,147,17,267,462,6.5252
