record,time,date,SampleID,Remove,A,gsw,Ci,VPDleaf,Tair,Tleaf,CO2r,CO2s,H2Or,H2Os,RHs,flow,Qin,Patm
10,10:39:03,20231101,BNL23062,NO,14.5,248,313,1.14,33.29,32.93,438.91,420.17,35.949,39.085,75.88,499.7,601,99.69
11,10:40:04,20231101,BNL23062,NO,13.3,235,316,1.12,33.26,32.8,437.32,420.03,35.868,38.826,75.52,499.7,500,99.69
12,10:41:05,20231101,BNL23062,NO,11.4,221,325,1.11,33.23,32.64,434.99,420.05,35.804,38.561,75.12,499.7,375,99.69
13,10:42:10,20231101,BNL23062,NO,8.38,209,345,1.09,33.2,32.48,431.08,419.89,35.749,38.313,74.75,499.7,250,99.69
14,10:43:11,20231101,BNL23062,NO,6.37,200,359,1.08,33.18,32.4,428.8,420.08,35.706,38.155,74.52,499.7,181,99.69
15,10:44:12,20231101,BNL23062,NO,4.19,192,376,1.08,33.17,32.34,425.89,419.84,35.671,38.014,74.3,499.7,126,99.69
16,10:45:13,20231101,BNL23062,NO,3.16,183,384,1.08,33.16,32.3,424.86,420.08,35.647,37.898,74.12,499.7,100,99.68
17,10:46:14,20231101,BNL23062,NO,2.04,175,393,1.08,33.15,32.27,423.41,420.02,35.639,37.793,73.96,499.7,75,99.69
18,10:47:16,20231101,BNL23062,NO,1.27,169,400,1.09,33.15,32.27,422.43,419.99,35.634,37.732,73.83,499.7,61,99.68
19,10:48:17,20231101,BNL23062,NO,0.563,162,407,1.09,33.15,32.26,421.56,420,35.635,37.659,73.7,499.7,49,99.68
20,10:49:18,20231101,BNL23062,NO,-0.542,155,418,1.09,33.14,32.24,420.24,420.04,35.638,37.582,73.59,499.7,29,99.68
21,10:50:19,20231101,BNL23062,NO,-1.15,149,425,1.1,33.14,32.25,419.54,420.09,35.643,37.533,73.46,499.7,21,99.68
22,10:51:20,20231101,BNL23062,NO,-2.54,144,442,1.1,33.15,32.22,417.98,420.23,35.671,37.494,73.35,499.7,2,99.68
23,10:52:56,20231101,BNL23062,YES,12.8,186,294,1.5,33.29,34.11,435.8,418.99,35.733,38.913,75.54,499.7,1999,99.68
1,13:11:24,20231101,BNL23063,YES,11.1,300,345,1.5,33.64,34.45,435.11,419.58,35.085,40.025,76.03,499.7,1800,99.46
2,13:13:54,20231101,BNL23063,YES,11.4,324,348,1.53,33.69,34.65,435.98,419.94,34.862,40.288,76.3,499.7,2000,99.46
3,13:14:55,20231101,BNL23063,YES,11.5,326,348,1.54,33.72,34.71,436.33,420.13,34.862,40.356,76.3,499.7,1999,99.46
4,13:15:56,20231101,BNL23063,NO,11.5,327,348,1.55,33.75,34.76,436.31,420.07,34.87,40.417,76.31,499.7,2000,99.46
5,13:16:57,20231101,BNL23063,NO,11.5,320,347,1.53,33.75,34.65,435.98,419.87,34.9,40.27,76,499.7,1801,99.46
6,13:17:58,20231101,BNL23063,NO,11.3,309,346,1.51,33.8,34.52,435.91,420.06,34.948,40.081,75.47,499.6,1500,99.46
7,13:18:59,20231101,BNL23063,NO,11.2,297,345,1.49,33.8,34.37,435.65,420.08,35.023,39.889,75.07,499.6,1251,99.45
8,13:20:04,20231101,BNL23063,NO,10.9,283,344,1.45,33.78,34.16,435.14,420.02,35.113,39.646,74.7,499.7,999,99.46
9,13:21:05,20231101,BNL23063,NO,10.4,269,344,1.41,33.75,33.95,434.31,419.93,35.182,39.395,74.35,499.7,749,99.45
10,13:22:06,20231101,BNL23063,NO,9.84,261,346,1.37,33.7,33.75,433.52,419.96,35.215,39.192,74.18,499.7,600,99.45
11,13:23:07,20231101,BNL23063,NO,9.26,251,348,1.34,33.63,33.57,432.78,420.01,35.217,38.98,74.05,499.7,501,99.45
12,13:24:08,20231101,BNL23063,NO,8.18,243,354,1.31,33.58,33.39,431.3,419.92,35.192,38.757,73.83,499.7,376,99.45
13,13:25:09,20231101,BNL23063,NO,6.16,235,367,1.28,33.53,33.22,428.83,419.95,35.153,38.54,73.62,499.7,251,99.44
14,13:26:10,20231101,BNL23063,NO,4.62,230,377,1.26,33.5,33.1,426.82,419.84,35.132,38.4,73.49,499.7,180,99.44
15,13:27:11,20231101,BNL23063,NO,3.04,226,389,1.25,33.47,33.02,425.01,419.97,35.119,38.298,73.41,499.6,125,99.44
16,13:28:12,20231101,BNL23063,NO,2.34,225,394,1.24,33.45,32.97,424.32,420.13,35.087,38.228,73.37,499.7,101,99.44
17,13:29:13,20231101,BNL23063,NO,1.43,222,401,1.24,33.44,32.93,423.13,420.06,35.077,38.174,73.31,499.7,75,99.44
18,13:30:14,20231101,BNL23063,NO,0.787,222,405,1.23,33.44,32.91,422.27,419.98,35.071,38.155,73.27,499.7,59,99.44
19,13:31:15,20231101,BNL23063,NO,0.44,220,408,1.23,33.42,32.87,421.89,420.03,35.059,38.105,73.27,499.7,50,99.44
20,13:32:16,20231101,BNL23063,NO,-0.508,218,416,1.22,33.39,32.82,420.72,420.03,35.032,38.026,73.21,499.6,30,99.43
21,13:33:17,20231101,BNL23063,NO,-0.994,216,420,1.22,33.38,32.79,420.34,420.24,35.017,37.982,73.17,499.7,21,99.43
22,13:34:18,20231101,BNL23063,NO,-1.94,216,427,1.2,33.38,32.74,419.27,420.32,35.021,37.957,73.11,499.7,1,99.43
23,13:35:34,20231101,BNL23063,YES,7.06,309,369,1.44,33.47,34.2,429.25,418.64,35.032,39.905,76.51,499.7,1999,99.43
1,13:49:18,20231101,BNL23064,YES,5.43,71.1,283,2.13,33.67,35.26,427.21,419.91,34.446,36.248,68.7,499.7,2000,99.41
2,14:07:30,20231101,BNL23064,YES,6.21,89.3,294,1.89,32.22,34.33,428.28,419.96,33.762,35.757,73.49,499.7,2000,99.37
3,14:08:31,20231101,BNL23064,YES,6.18,90.8,297,1.86,32.16,34.2,428.24,419.95,33.694,35.686,73.59,499.7,2000,99.37
4,14:09:32,20231101,BNL23064,NO,6.16,91.9,299,1.83,32.11,34.09,428.2,419.94,33.63,35.618,73.67,499.7,2001,99.37
5,14:10:33,20231101,BNL23064,NO,6.13,90.6,298,1.77,32.07,33.84,428.2,420.02,33.574,35.469,73.54,499.7,1801,99.37
6,14:11:34,20231101,BNL23064,NO,6.1,87.9,296,1.69,32.02,33.5,428.22,420.14,33.501,35.26,73.29,499.7,1501,99.37
7,14:12:35,20231101,BNL23064,NO,6,84.8,294,1.62,31.97,33.17,427.87,419.96,33.429,35.054,73.06,499.6,1251,99.37
8,14:13:36,20231101,BNL23064,NO,5.84,81.8,294,1.55,31.92,32.86,427.82,420.16,33.341,34.843,72.84,499.7,1001,99.37
9,14:14:37,20231101,BNL23064,NO,5.77,78.4,291,1.48,31.87,32.55,427.43,419.9,33.26,34.638,72.62,499.7,751,99.37
10,14:15:38,20231101,BNL23064,NO,5.66,76.1,290,1.44,31.83,32.34,427.22,419.86,33.185,34.485,72.46,499.6,600,99.37
11,14:16:39,20231101,BNL23064,NO,5.41,74.5,293,1.42,31.8,32.21,427.1,420.06,33.128,34.379,72.35,499.7,501,99.37
12,14:17:40,20231101,BNL23064,NO,5.05,72.6,298,1.38,31.78,32.05,426.45,419.86,33.089,34.281,72.24,499.6,376,99.37
13,14:18:41,20231101,BNL23064,NO,4.34,70.2,311,1.35,31.76,31.9,425.5,419.8,33.062,34.189,72.12,499.7,249,99.36
14,14:19:42,20231101,BNL23064,NO,3.64,67.9,324,1.33,31.73,31.8,424.74,419.9,33.054,34.127,72.1,499.7,180,99.36
15,14:20:43,20231101,BNL23064,NO,2.74,65.7,343,1.31,31.71,31.71,423.7,419.96,33.063,34.088,72.1,499.7,124,99.36
16,14:21:44,20231101,BNL23064,NO,2.25,63.8,354,1.3,31.7,31.68,423.1,419.96,33.086,34.075,72.11,499.7,101,99.36
17,14:22:45,20231101,BNL23064,NO,1.59,61.8,369,1.3,31.7,31.65,422.24,419.91,33.108,34.063,72.11,499.7,76,99.36
18,14:23:46,20231101,BNL23064,NO,1.18,59.3,379,1.29,31.69,31.62,421.93,420.12,33.139,34.051,72.13,499.7,61,99.36
19,14:24:47,20231101,BNL23064,NO,0.832,56.8,388,1.29,31.68,31.61,421.44,420.06,33.173,34.047,72.12,499.7,50,99.36
20,14:25:48,20231101,BNL23064,NO,0.0821,54.5,409,1.28,31.68,31.59,420.44,419.98,33.194,34.03,72.11,499.7,30,99.35
21,14:26:49,20231101,BNL23064,NO,-0.31,52.1,421,1.28,31.68,31.59,420.12,420.14,33.221,34.021,72.1,499.7,20,99.35
22,14:27:50,20231101,BNL23064,NO,-1.25,50.1,451,1.27,31.68,31.55,419,420.16,33.253,34.018,72.08,499.7,1,99.35
23,14:29:07,20231101,BNL23064,YES,4.53,67.3,299,1.73,31.78,33.43,425.74,419.7,33.302,34.689,73.08,499.7,1999,99.35
2,14:10:40,20230815,BNL19744,YES,3.434708223,54280.08607,307.3279463,1.580794492,26.64438438,30.2403183,425.4844055,419.7801819,26.23512268,27.5143261,78.12931824,400.0012207,1999.974854,99.54160309
3,14:11:41,20230815,BNL19744,YES,3.338085373,54026.05601,310.2647305,1.54065115,26.39400482,30.06966782,425.6252441,420.0819397,26.25448418,27.49529266,79.24006653,399.9841614,2000.464722,99.53984833
4,14:12:43,20230815,BNL19744,NO,3.327128861,54785.81945,312.1434973,1.515408172,26.33593559,29.96759796,425.6598206,420.1343689,26.26129913,27.49850655,79.52201843,399.9785767,1999.751831,99.53699493
5,14:13:51,20230815,BNL19744,NO,3.245390319,57612.82168,319.2877449,1.469505361,26.679533,29.78788185,425.4172668,420.0045471,26.2606163,27.52076721,78.00833893,399.9682007,1801.015015,99.53611755
6,14:15:47,20230815,BNL19744,NO,3.065359758,56725.93335,322.9629127,1.467480172,27.66220093,29.76940155,425.0898438,419.9561768,26.25743484,27.49688339,73.5786438,399.9655457,1500.6427,99.53356934
7,14:17:04,20230815,BNL19744,NO,2.886352435,56452.86833,327.4923398,1.463944175,28.28471756,29.74899292,424.6361389,419.775177,26.2531147,27.48372459,70.92005157,399.9764404,1250.23938,99.5303421
8,14:18:18,20230815,BNL19744,NO,2.673260368,54614.75201,331.2441751,1.47527648,28.79302216,29.78809547,424.584137,420.0556641,26.26449013,27.46502876,68.79495239,399.9952393,999.7831421,99.52987671
9,14:19:35,20230815,BNL19744,NO,2.418363175,53856.69362,337.6230582,1.469692896,29.36400223,29.75683403,424.0192261,419.8822021,26.26569176,27.44540977,66.52594757,399.9825745,750.010498,99.52888489
10,14:20:36,20230815,BNL19744,NO,2.16877644,52032.59493,342.8094276,1.491134939,29.71524811,29.83872223,423.7472534,419.9944763,26.27247238,27.42964935,65.14360809,400.0126038,601.282959,99.52757263
11,14:21:37,20230815,BNL19744,NO,1.959161622,51049.25811,348.2506,1.502706773,29.92817497,29.87878609,423.6268921,420.1937256,26.26605606,27.41061783,64.30297852,400.0092468,499.4534912,99.52967072
12,14:22:38,20230815,BNL19744,NO,1.49208496,49399.80995,361.3175314,1.508447595,30.17782211,29.89025879,422.8771362,420.1584778,26.26889992,27.38139534,63.31964111,400.0093689,375.6368408,99.52817535
13,14:23:39,20230815,BNL19744,NO,0.81514734,47938.26587,382.4207398,1.51034486,30.38459778,29.88470459,421.7814026,420.0914917,26.26675034,27.34830856,62.49880981,399.97995,250.7046356,99.52979279
14,14:24:40,20230815,BNL19744,NO,-0.200470552,45947.52381,416.8574519,1.511022222,30.6282692,29.87358665,420.4385681,420.290863,26.27644157,27.31419373,61.55679321,400.0070801,125.4056396,99.53029633
15,14:25:41,20230815,BNL19744,NO,-0.702775961,43861.18385,435.2011024,1.527862957,30.69812012,29.93628883,419.4646606,420.0858765,26.29562187,27.29811668,61.27399445,399.9982605,74.89398193,99.53142548
16,14:26:42,20230815,BNL19744,NO,-0.838873712,41063.00317,442.1181372,1.548598129,30.72758484,30.00514603,419.2796326,420.1266479,26.30680084,27.25911713,61.08341217,399.9967957,60.80896759,99.53041077
17,14:27:43,20230815,BNL19744,NO,-0.915456103,38603.02668,446.951678,1.565686088,30.75090981,30.06431198,418.867981,419.8501282,26.32742119,27.23341751,60.94374466,400.0014954,49.90844345,99.52945709
18,14:28:44,20230815,BNL19744,NO,-1.28357807,35833.1285,466.5098295,1.573371152,30.76735878,30.07784843,418.6177673,420.1776733,26.34394646,27.18988609,60.78736496,400.0169373,29.0270443,99.52842712
19,14:29:45,20230815,BNL19744,NO,-1.43209933,33221.70117,477.9841912,1.572767405,30.76500702,30.05535698,418.2582703,420.0674438,26.35617447,27.1408596,60.68486404,400.0296021,19.25613213,99.52698517
20,14:30:46,20230815,BNL19744,NO,-1.880391089,31919.92786,503.2876758,1.560758996,30.79141998,29.99992943,417.6132813,420.1104736,26.37724686,27.12574959,60.55568695,400.0245056,0.569371581,99.52438354
2,15:03:22,20230815,BNL19743,YES,4.968550442,42651.11173,220.2145145,1.989684661,27.14805603,31.84356308,426.0129395,419.6123657,26.55186844,27.57044983,75.98269653,500.1018372,1999.897217,99.50075531
3,15:05:23,20230815,BNL19743,YES,5.263746672,39842.40071,196.4726767,1.879531549,25.76624489,31.37534332,426.7536011,420.0491333,26.53166389,27.43100357,82.01350403,500.035614,1999.584595,99.4969101
4,15:06:37,20230815,BNL19743,NO,5.11333771,37370.35102,189.251718,1.84127223,25.22357368,31.19213295,426.4822388,419.9892273,26.50882149,27.33580208,84.40423584,500.0063477,1998.964478,99.49459076
5,15:08:38,20230815,BNL19743,NO,4.99535998,40125.48754,209.1757754,1.726283624,25.4580307,30.741436,426.1663208,419.8138428,26.4978199,27.32896042,83.21252441,500.0568848,1800.921387,99.49190521
6,15:10:39,20230815,BNL19743,NO,4.991891102,42920.07531,222.4086568,1.672146807,26.81643105,30.53021049,426.2052307,419.8441162,26.47787285,27.33801651,76.81388092,500.0359802,1501.274658,99.48743439
7,15:12:40,20230815,BNL19743,NO,4.630825357,41669.61643,230.7887639,1.685185583,27.99613571,30.60513687,425.8812561,419.9613647,26.55543709,27.39744186,71.84038544,500.0602417,1249.697144,99.48423004
8,15:14:41,20230815,BNL19743,NO,4.654741596,41105.78585,227.6517278,1.683492063,29.07376862,30.67172432,426.1011047,420.1574707,26.75416374,27.58411598,67.94129181,500.0589294,1000.573547,99.4822464
9,15:16:42,20230815,BNL19743,NO,4.393791828,43385.69826,246.8125875,1.65351105,30.62494087,30.63355446,425.7932739,420.1496277,26.92945862,27.78908539,62.60389709,500.0378723,750.5858765,99.48008728
10,15:17:46,20230815,BNL19743,NO,4.167794715,41154.64771,246.4674333,1.694367575,31.12536049,30.81386566,425.2771301,419.915741,27.00233459,27.83860588,60.94894409,500.1183777,600.8400879,99.47885132
11,15:18:20,20230815,BNL19743,NO,3.798192905,39983.63793,257.4582149,1.685405729,31.26200676,30.785532,425.708313,420.8010864,27.04815102,27.85672188,60.51472092,500.0660706,498.7545776,99.47682953
12,15:19:02,20230815,BNL19743,NO,3.614275608,38113.79096,256.9948561,1.704407362,31.60684586,30.86822891,424.7507324,420.0772095,27.09735107,27.87735558,59.3849411,500.0768127,375.5870056,99.47810364
13,15:19:54,20230815,BNL19743,NO,2.70805399,36089.19103,289.0941326,1.696903173,31.87469292,30.8449707,424.0600891,420.4924011,27.15771866,27.89358902,58.5227356,500.0436096,249.0673676,99.47628021
14,15:20:32,20230815,BNL19743,NO,2.162880496,34334.10188,307.72322,1.69115899,32.09111404,30.81883621,422.7060242,419.8095093,27.1861515,27.88422012,57.79092407,500.0777588,179.693634,99.47662354
15,15:21:06,20230815,BNL19743,NO,1.705522872,31674.6286,322.6763234,1.69500361,32.23265457,30.82433319,422.4679871,420.1421814,27.21289253,27.85902786,57.27984238,500.0171204,125.5833054,99.47888184
16,15:21:41,20230815,BNL19743,NO,1.138591179,28622.42639,344.8985034,1.715492842,32.33325577,30.89743233,421.6535339,420.0318298,27.24941063,27.8409729,56.91796494,500.0718079,101.3849106,99.47817993
17,15:22:21,20230815,BNL19743,NO,0.422069867,25457.79995,381.853834,1.72999055,32.38750076,30.95056915,420.886261,420.1502991,27.30094719,27.83215141,56.72589493,500.0958862,74.50198364,99.47805786
18,15:22:52,20230815,BNL19743,NO,0.097877414,23120.2544,401.3743151,1.743217682,32.41639709,30.99513626,420.462738,420.1350403,27.3278141,27.81436729,56.59708786,500.092041,58.80323792,99.47771454
19,15:23:23,20230815,BNL19743,NO,0.257003033,21605.40643,388.8748337,1.760912904,32.43839264,31.05846405,420.4141235,419.9072571,27.34024239,27.79983139,56.49861526,500.0653381,49.50572205,99.47994995
20,15:24:57,20230815,BNL19743,NO,0.096047857,14537.57769,397.4703997,1.768801056,31.58542442,31.05983543,420.4008179,420.151001,27.41255379,27.72396851,59.13141632,500.054718,30.03619385,99.48040009
21,15:25:28,20230815,BNL19743,NO,0.117847936,13826.50279,394.5770396,1.753528265,31.55421829,30.99866295,420.4562073,420.1878967,27.42523766,27.71890259,59.2258606,500.0682373,20.25812721,99.48107147
22,15:25:59,20230815,BNL19743,NO,-0.253506434,12963.19873,439.4748356,1.716497768,31.56534004,30.85699844,420.1841125,420.3717346,27.45630455,27.72583771,59.20393372,500.0830078,0.18946524,99.48218536
19,11:53:13,20230816,BNL19748,YES,10.2023432,155950.2466,302.3227356,1.318024802,29.83721733,33.27915192,433.1157227,419.8479919,35.86862183,38.22750854,90.34421539,500.1968994,1999.735596,99.76761627
20,11:54:14,20230816,BNL19748,YES,11.8027444,114888.3319,242.6232264,1.32637772,29.45594406,33.12469101,434.9559937,420.0224304,35.92824554,37.70172501,91.08586121,500.1347351,1999.534668,99.76289368
21,11:55:15,20230816,BNL19748,YES,14.37825982,76075.54278,103.8338928,1.353761175,29.34056854,33.04946899,436.8611755,419.0855408,35.99960327,37.21421432,90.51398468,500.202301,1998.717407,99.75772858
22,11:56:35,20230816,BNL19748,YES,14.74770005,93684.14136,155.5689227,1.264884823,29.60604477,32.83455658,438.9374695,420.6391907,36.10835266,37.49703598,89.80568695,500.1654053,1800.99585,99.75315094
23,11:58:36,20230816,BNL19748,NO,9.384766645,218283.9923,340.121444,1.085032971,30.60702515,32.66759872,432.7106934,420.290741,36.17272568,38.8325882,87.82691193,500.2153625,1501.393311,99.74815369
24,12:00:37,20230816,BNL19748,NO,8.421055388,202860.1833,342.6681093,1.111172786,31.76215935,32.71226883,431.4085999,420.194519,36.15255737,38.69750977,81.94577026,500.1786194,1250.426636,99.74359131
25,12:02:21,20230816,BNL19748,NO,7.655979561,187721.637,343.728987,1.14569815,32.68683624,32.782444,430.2037964,419.9537964,36.10947037,38.550354,77.46656036,500.1815491,1001.367004,99.73913574
26,12:03:41,20230816,BNL19748,NO,6.811858255,179433.9548,348.6114497,1.146023054,33.42012024,32.73879242,429.1595764,419.9668274,36.08561325,38.42573166,74.11610413,500.2157593,750.8432007,99.73543549
27,12:04:52,20230816,BNL19748,NO,6.107024717,168382.3342,351.725555,1.172350144,33.84055328,32.80149078,428.5466614,420.2358398,36.08422089,38.33931351,72.20982361,500.2088928,601.2764282,99.73258972
28,12:05:57,20230816,BNL19748,NO,5.31632231,162232.2224,357.2274425,1.172524656,34.1169014,32.77033997,427.1372681,419.8101807,36.07304764,38.25048447,70.94488525,500.2325134,501.0940552,99.73086548
29,12:07:23,20230816,BNL19748,NO,4.054873091,157340.0428,369.08352,1.176378714,34.55613708,32.75652313,425.7948303,420.0045471,36.05102539,38.17324829,69.09621429,500.2347717,375.5843201,99.73012543
30,12:08:52,20230816,BNL19748,NO,2.527212682,151602.5017,383.9691968,1.188674509,35.01655197,32.76294708,423.7545776,419.8194885,35.99925613,38.0697937,67.17124176,500.2012329,249.5267944,99.72550201
31,12:10:17,20230816,BNL19748,NO,0.258239115,146690.874,408.7684251,1.195924231,35.41070175,32.75035477,421.1586914,419.9674988,35.94384766,37.96297836,65.53321838,500.202301,126.1612701,99.72208405
32,12:11:18,20230816,BNL19748,NO,-0.758697947,142441.1093,420.0897763,1.234002377,35.70134354,32.88678741,419.8153381,419.8410645,35.94073105,37.96702576,64.48638916,500.228241,74.94830322,99.7195816
33,12:12:20,20230816,BNL19748,NO,-1.242157055,140653.7663,425.7451792,1.259357281,35.77628326,32.98620224,419.2972412,419.8952026,35.95212173,37.9956665,64.26460266,500.2220154,60.90774155,99.71753693
34,12:13:21,20230816,BNL19748,NO,-1.558319498,138150.7723,429.8914094,1.27106606,35.79620361,33.02623367,419.1180725,420.1017456,35.96545029,37.99319077,64.18750763,500.2166748,48.74127197,99.71504211
35,12:14:22,20230816,BNL19748,NO,-2.038570005,136171.4624,435.9326778,1.286560029,35.83109665,33.08887482,418.6228027,420.1837463,35.99307632,38.01776886,64.10442352,500.1995544,31.06266785,99.71207428
36,12:15:23,20230816,BNL19748,NO,-2.516356409,134627.3452,441.795933,1.298425853,35.85290527,33.13875961,417.875824,420.0115051,36.02104568,38.04231262,64.06752777,500.2348633,20.01012039,99.71014404
37,12:16:24,20230816,BNL19748,NO,-3.087518489,135456.3152,448.6086753,1.300290346,35.8611908,33.15794373,417.2592163,420.0732422,36.04245377,38.07846069,64.09823608,500.2521667,0.479569525,99.71057892
2,13:57:54,20230816,BNL19750,NO,7.160454211,96008.12066,287.1422699,1.700284932,32.98083496,34.29903412,429.4240417,419.9974365,35.53808212,37.45595169,73.95001984,500.1621094,1999.328613,99.65029144
3,13:58:55,20230816,BNL19750,NO,7.180968053,96555.24398,287.9697573,1.612040382,32.85783768,33.96023941,429.3935852,419.9812012,35.49540329,37.32310867,74.20689392,500.124176,1800.672485,99.64687347
4,14:00:56,20230816,BNL19750,NO,7.052358268,96690.58649,290.4378517,1.57095313,33.60107803,33.74567795,429.1144104,419.8762817,35.31680298,37.09999847,70.76676941,500.1341858,1500.602661,99.64221954
5,14:02:54,20230816,BNL19750,NO,6.956480031,93610.57016,288.130911,1.58556609,34.46205902,33.72367477,428.8864441,419.7802124,35.14814758,36.89282608,67.06748962,500.1186523,1250.659546,99.63019562
6,14:04:02,20230816,BNL19750,NO,6.692885805,92936.59181,291.925079,1.593067817,35.06109619,33.71083069,428.6556091,419.8674927,35.03999329,36.78077316,64.67732239,500.1340637,1000.256714,99.62710571
7,14:05:28,20230816,BNL19750,NO,6.394124274,89753.06559,293.0919509,1.619656804,35.58236694,33.74636841,428.2419434,419.8265076,34.90903473,36.62014771,62.56043625,500.2080078,750.4517212,99.62345886
8,14:06:29,20230816,BNL19750,NO,6.072641461,87712.28445,296.4515644,1.658116127,35.93257141,33.84620285,428.1330872,420.1008911,34.8166275,36.53030014,61.20448303,500.1499634,600.3505249,99.62216949
9,14:07:30,20230816,BNL19750,NO,5.86270506,85226.25318,297.0334365,1.679111053,36.11837387,33.89572525,427.7741394,420.0054016,34.77735138,36.46505737,60.46232986,500.1549988,499.6141968,99.62688446
10,14:08:31,20230816,BNL19750,NO,5.550036811,83270.26904,300.4482972,1.683270441,36.24526596,33.86767197,427.2971191,419.9181824,34.68388367,36.33803558,59.84739685,500.1433105,375.8146973,99.6319046
11,14:09:32,20230816,BNL19750,NO,4.847719388,82006.47878,312.4483127,1.683133429,36.44975662,33.82016373,426.2087402,419.6838684,34.56765366,36.19713593,58.95471954,500.1670227,249.3178406,99.63529968
12,14:10:33,20230816,BNL19750,NO,3.852956281,79427.35894,329.8239739,1.707523,36.64018631,33.86146927,425.3361816,420.0155945,34.47069168,36.07342148,58.14364243,500.1432495,180.1596069,99.63952637
13,14:11:35,20230816,BNL19750,NO,3.042576448,78705.26655,345.4479764,1.720248562,36.77143478,33.87477112,424.1349792,419.7879639,34.38389969,35.98437119,57.58691025,500.1388855,125.4728241,99.64192963
14,14:12:36,20230816,BNL19750,NO,2.251442466,77310.07051,360.8165163,1.739925049,36.80849075,33.91505814,423.2637024,419.8699646,34.31577682,35.90671539,57.34517288,500.1590271,101.1330643,99.64212799
15,14:13:37,20230816,BNL19750,NO,1.53122672,75420.0488,375.1526114,1.760465522,36.83200836,33.95301437,422.6187744,420.097168,34.241642,35.81317139,57.12346649,500.1585693,75.50907135,99.64370728
16,14:14:38,20230816,BNL19750,NO,1.036349835,72542.30492,384.7503907,1.778348012,36.84767532,33.9763031,422.0023804,420.0932617,34.17503357,35.70359421,56.89936066,500.1667786,60.0015831,99.64273071
17,14:15:39,20230816,BNL19750,NO,0.705489575,71253.51103,391.611793,1.78752874,36.85030365,33.97446442,421.4455261,419.9417114,34.0968132,35.60675812,56.73535919,500.1613464,50.87643814,99.64051056
18,14:16:40,20230816,BNL19750,NO,-0.122401554,68734.84546,410.5818965,1.794165823,36.8514328,33.95623016,420.645752,420.1551514,34.02252579,35.48583221,56.5394516,500.1593018,30.08722115,99.64013672
19,14:17:41,20230816,BNL19750,NO,-0.658474065,66569.8817,423.5156113,1.809100867,36.85827255,33.96688461,419.9864502,420.1534424,33.93688965,35.36696625,56.33007431,500.1871643,18.96866798,99.64234924
20,14:18:42,20230816,BNL19750,NO,-1.572983813,67714.49067,444.8610412,1.809055001,36.98573685,33.95186996,418.7831726,420.0368652,33.86929321,35.3233223,55.86841965,500.2063293,0.287188292,99.64032745
2,11:38:12,20230816,BNL19747,YES,5.929971288,131393.8106,336.2106188,1.534447898,31.03274727,33.15415955,429.0877075,420.9527588,33.34461594,35.67967987,78.79946899,500.0237122,2001.181519,99.82111359
3,11:40:07,20230816,BNL19747,YES,6.241096142,104829.4587,311.8346702,1.580495712,30.03116989,33.15846634,428.0684814,419.7378845,33.29613113,35.2326622,82.39692688,500.0826721,2000.477539,99.81560516
4,11:40:38,20230816,BNL19747,NO,6.160809048,104478.2277,313.0655065,1.574076184,30.06345367,33.13044739,428.2295532,420.0010071,33.29497528,35.21735764,82.20713043,500.0879211,2000.293945,99.81381989
5,11:41:11,20230816,BNL19747,NO,6.177863957,104813.7571,313.5907595,1.507190547,30.13916206,32.86650848,428.3039551,420.0878906,33.29151535,35.13735962,81.66363525,500.0693054,1800.426758,99.81244659
6,11:42:31,20230816,BNL19747,NO,5.98312332,100101.4813,311.963517,1.506696391,30.7412796,32.82176208,427.612793,419.665741,33.25126648,35.01653671,78.62393951,500.0279846,1500.494141,99.81096649
7,11:44:32,20230816,BNL19747,NO,5.762732015,101944.3481,317.8738081,1.47065376,31.74957275,32.65847397,427.8156738,420.1373901,33.16701126,34.92042542,74.03243256,500.0235291,1250.882446,99.80721283
8,11:46:33,20230816,BNL19747,NO,5.404174722,104701.0908,325.5546985,1.47732386,33.07310867,32.67051697,427.1861267,419.9165344,33.08154297,34.8885994,68.63933563,500.1281128,1000.480896,99.8034668
9,11:48:34,20230816,BNL19747,NO,5.28622615,101507.0102,324.5512652,1.503869847,33.84975433,32.74270248,426.8671265,419.7480774,33.03988647,34.82567596,65.59828949,500.0828247,750.5898438,99.80154419
10,11:49:35,20230816,BNL19747,NO,4.750555004,99342.67068,331.8213503,1.521977699,34.33440018,32.80857086,426.6297607,420.1592712,33.05950928,34.82978821,63.85692596,500.0716553,601.2585449,99.80084229
11,11:50:13,20230816,BNL19747,NO,4.498275529,98708.26848,335.061164,1.524081531,34.55089188,32.81519318,425.8926086,419.7292786,33.06628418,34.828125,63.08850861,500.0723877,500.1362,99.79868317
12,11:51:18,20230816,BNL19747,NO,3.846091602,97116.56465,345.3434907,1.524525511,34.88445663,32.80621719,425.6586304,420.2884827,33.0643425,34.79928207,61.87861252,500.0679321,375.1009521,99.7960968
13,11:53:19,20230816,BNL19747,NO,2.990726666,95247.96104,358.2402082,1.519130904,35.72740936,32.75728607,424.0958862,419.7697754,33.02148819,34.71813583,58.92062759,500.0805664,249.9181671,99.78890228
14,11:54:05,20230816,BNL19747,NO,1.767402882,94400.75477,378.5622057,1.544046352,35.97129059,32.85372162,422.5057068,419.6419678,33.03126907,34.74106216,58.17196655,500.1106567,179.8157043,99.78638458
